order_item_id,order_id,item_name,item_price,quantity
201,98,Fried Rice,328,1
202,99,Burger,350,3
203,99,Pizza,252,1
204,100,Cake,249,3
205,100,Fried Rice,99,1
206,100,Ice Cream,286,2
207,101,Rolls,364,2
208,101,Sandwich,175,3
209,101,Biryani,347,1
210,102,Dosa,177,2
211,103,Biryani,359,1
212,103,Cake,140,1
213,104,Cake,157,2
214,105,Biryani,191,1
215,106,Fried Rice,231,3
216,107,Biryani,353,1
217,107,Fried Rice,387,2
218,108,Burger,312,1
219,109,Sandwich,277,1
220,109,Sandwich,173,3
221,109,Cake,151,2
222,110,Rolls,373,2
223,110,Burger,366,2
224,111,Fried Rice,114,2
225,112,Burger,247,1
226,112,Pasta,234,3
227,113,Burger,297,2
228,114,Ice Cream,302,2
229,114,Rolls,268,2
230,114,Sandwich,300,3
231,115,Sandwich,228,1
232,115,Dosa,186,3
233,116,Sandwich,330,2
234,116,Cake,244,3
235,117,Pizza,394,3
236,117,Pasta,292,3
237,118,Biryani,259,3
238,118,Burger,226,2
239,118,Cake,243,2
240,119,Cake,247,1
241,120,Pasta,379,2
242,121,Fried Rice,379,3
243,121,Fried Rice,190,3
244,121,Burger,377,2
245,122,Pizza,318,2
246,123,Ice Cream,156,2
247,123,Burger,323,2
248,124,Fried Rice,220,1
249,124,Dosa,134,3
250,124,Sandwich,366,3
251,125,Pasta,292,2
252,126,Cake,261,1
253,127,Sandwich,175,1
254,128,Sandwich,284,3
255,128,Cake,321,2
256,128,Rolls,262,2
257,129,Ice Cream,345,3
258,130,Pasta,382,2
259,130,Burger,290,3
260,131,Biryani,89,1
261,132,Sandwich,150,3
262,133,Cake,206,1
263,133,Sandwich,165,2
264,133,Fried Rice,294,1
265,134,Burger,319,1
266,135,Burger,136,1
267,135,Fried Rice,244,2
268,136,Biryani,318,3
269,136,Dosa,149,3
270,136,Rolls,98,2
271,137,Cake,319,2
272,137,Sandwich,394,2
273,137,Rolls,277,1
274,138,Burger,273,1
275,138,Rolls,211,3
276,139,Cake,334,1
277,139,Pasta,313,1
278,140,Pizza,309,2
279,140,Ice Cream,190,3
280,140,Dosa,322,3
281,141,Pasta,140,1
282,141,Cake,262,3
283,142,Sandwich,132,3
284,142,Dosa,251,3
285,142,Cake,107,2
286,143,Ice Cream,234,1
287,144,Cake,286,2
288,145,Dosa,293,3
289,145,Burger,114,2
290,145,Rolls,382,1
291,146,Ice Cream,376,2
292,146,Cake,124,3
293,147,Biryani,231,1
294,147,Dosa,291,3
295,147,Ice Cream,260,1
296,148,Rolls,203,2
297,148,Fried Rice,320,2
298,149,Pasta,399,1
299,149,Pasta,380,1
300,149,Pizza,373,2
301,150,Sandwich,234,1
302,150,Cake,152,3
303,150,Burger,394,2
304,151,Pasta,109,3
305,151,Sandwich,301,1
306,152,Sandwich,285,2
307,152,Cake,295,3
308,153,Ice Cream,180,2
309,154,Fried Rice,232,3
310,154,Rolls,134,2
311,155,Biryani,235,1
312,156,Rolls,113,3
313,157,Sandwich,259,3
314,157,Burger,233,1
315,158,Ice Cream,391,2
316,158,Fried Rice,115,2
317,159,Rolls,308,3
318,159,Ice Cream,138,1
319,160,Pizza,324,2
320,160,Sandwich,376,3
321,160,Ice Cream,212,1
322,161,Sandwich,195,1
323,161,Cake,181,1
324,162,Ice Cream,197,1
325,162,Burger,148,3
326,162,Pasta,388,3
327,163,Cake,255,2
328,163,Biryani,280,2
329,164,Sandwich,206,1
330,164,Cake,130,3
331,164,Ice Cream,230,1
332,165,Fried Rice,177,2
333,165,Dosa,260,2
334,166,Sandwich,383,2
335,167,Pizza,112,2
336,167,Ice Cream,160,3
337,168,Fried Rice,169,2
338,168,Cake,100,1
339,169,Fried Rice,383,1
340,169,Fried Rice,333,3
341,169,Rolls,329,2
342,170,Dosa,315,2
343,170,Pizza,221,3
344,170,Rolls,204,3
345,171,Pasta,246,1
346,171,Burger,103,3
347,171,Sandwich,188,2
348,172,Biryani,281,2
349,172,Dosa,364,2
350,172,Dosa,365,3
351,173,Cake,190,2
352,173,Dosa,155,1
353,174,Cake,312,3
354,174,Fried Rice,354,2
355,175,Cake,230,3
356,175,Sandwich,368,2
357,176,Sandwich,169,2
358,176,Fried Rice,144,3
359,176,Pasta,165,1
360,177,Rolls,240,3
361,177,Biryani,221,3
362,177,Pasta,372,1
363,178,Sandwich,385,1
364,179,Dosa,222,1
365,179,Ice Cream,362,1
366,180,Burger,279,1
367,181,Sandwich,364,3
368,181,Dosa,373,3
369,181,Sandwich,244,3
370,182,Pizza,261,2
371,182,Sandwich,175,2
372,182,Sandwich,192,3
373,183,Dosa,368,1
374,183,Fried Rice,192,1
375,183,Pizza,211,1
376,184,Pizza,318,3
377,184,Cake,182,2
378,185,Ice Cream,264,2
379,185,Burger,145,3
380,185,Burger,204,1
381,186,Cake,357,3
382,186,Pizza,261,1
383,187,Dosa,193,2
384,187,Pasta,106,3
385,188,Pasta,299,2
386,188,Ice Cream,249,1
387,188,Fried Rice,159,3
388,189,Dosa,195,2
389,189,Burger,148,3
390,189,Dosa,250,3
391,190,Burger,228,2
392,191,Fried Rice,272,1
393,191,Pasta,284,2
394,191,Sandwich,115,2
395,192,Sandwich,120,2
396,192,Fried Rice,232,1
397,193,Dosa,155,3
398,194,Ice Cream,267,2
399,194,Ice Cream,357,1
400,195,Fried Rice,319,2
401,195,Cake,279,1
402,196,Sandwich,271,2
403,197,Ice Cream,346,2
404,197,Ice Cream,340,1
405,197,Dosa,169,1
406,198,Pizza,371,3
407,199,Burger,343,3
408,200,Dosa,223,1
409,201,Burger,87,2
410,202,Sandwich,344,2
411,202,Biryani,273,3
412,203,Fried Rice,187,3
413,203,Biryani,365,3
414,204,Sandwich,324,3
415,204,Biryani,216,2
416,204,Pizza,283,2
417,205,Pizza,140,1
418,205,Rolls,341,1
419,205,Pasta,144,1
420,206,Dosa,313,1
421,207,Biryani,181,2
422,208,Pizza,129,3
423,208,Cake,366,3
424,208,Sandwich,383,3
425,209,Ice Cream,224,1
426,209,Biryani,264,1
427,209,Biryani,328,1
428,210,Sandwich,350,3
429,210,Rolls,256,2
430,210,Fried Rice,243,2
431,211,Fried Rice,267,2
432,212,Biryani,379,1
433,212,Burger,390,2
434,213,Burger,178,2
435,213,Biryani,130,3
436,213,Biryani,214,1
437,214,Pizza,220,1
438,215,Fried Rice,193,3
439,215,Fried Rice,254,3
440,215,Burger,345,2
441,216,Cake,208,1
442,216,Dosa,398,1
443,217,Dosa,246,3
444,218,Pasta,94,1
445,219,Pasta,133,3
446,219,Dosa,212,2
447,220,Fried Rice,289,2
448,220,Pizza,289,3
449,220,Dosa,323,3
450,221,Ice Cream,169,1
451,221,Rolls,235,2
452,222,Biryani,230,2
453,223,Dosa,161,1
454,223,Dosa,265,1
455,224,Pizza,129,3
456,224,Burger,299,1
457,225,Sandwich,82,3
458,225,Pasta,378,1
459,225,Burger,320,2
460,226,Sandwich,107,1
461,227,Pasta,389,2
462,227,Biryani,299,1
463,228,Cake,363,1
464,228,Cake,164,1
465,229,Pasta,380,1
466,229,Pasta,289,2
467,229,Burger,84,3
468,230,Rolls,294,2
469,230,Sandwich,298,3
470,230,Dosa,258,2
471,231,Ice Cream,264,1
472,231,Rolls,119,3
473,232,Burger,130,1
474,232,Pasta,386,1
475,233,Ice Cream,211,3
476,233,Pasta,163,1
477,233,Rolls,325,1
478,234,Burger,224,3
479,234,Pasta,326,1
480,234,Pasta,235,2
481,235,Sandwich,360,3
482,236,Dosa,125,3
483,237,Rolls,386,2
484,238,Cake,99,3
485,238,Fried Rice,212,2
486,239,Ice Cream,347,1
487,239,Fried Rice,237,3
488,239,Sandwich,303,2
489,240,Burger,320,1
490,241,Pizza,343,1
491,241,Biryani,390,1
492,241,Sandwich,296,3
493,242,Pizza,157,3
494,243,Biryani,398,3
495,243,Biryani,286,2
496,244,Ice Cream,83,1
497,245,Dosa,358,3
498,246,Fried Rice,331,1
499,246,Ice Cream,159,3
500,247,Sandwich,297,3
501,248,Ice Cream,273,2
502,249,Cake,205,2
503,250,Sandwich,200,2
504,251,Rolls,287,2
505,251,Pasta,293,3
506,251,Burger,156,2
507,252,Dosa,142,2
508,253,Dosa,108,1
509,254,Pizza,152,1
510,255,Dosa,235,2
511,255,Pizza,131,3
512,256,Fried Rice,194,2
513,256,Fried Rice,167,2
514,257,Ice Cream,337,2
515,257,Dosa,390,3
516,257,Pizza,90,2
517,258,Cake,106,2
518,259,Sandwich,338,3
519,259,Sandwich,122,2
520,259,Sandwich,168,1
521,260,Rolls,118,1
522,261,Fried Rice,378,2
523,261,Burger,100,2
524,261,Fried Rice,124,1
525,262,Burger,122,1
526,262,Dosa,186,1
527,262,Dosa,284,1
528,263,Pizza,203,1
529,263,Biryani,126,3
530,264,Dosa,218,1
531,264,Sandwich,321,1
532,265,Fried Rice,153,3
533,266,Dosa,370,1
534,266,Sandwich,137,3
535,266,Cake,311,2
536,267,Pasta,142,3
537,267,Pizza,243,2
538,268,Pizza,122,3
539,268,Fried Rice,212,2
540,269,Burger,257,3
541,269,Burger,131,1
542,269,Pasta,150,3
543,270,Burger,130,1
544,271,Pizza,212,3
545,272,Ice Cream,250,3
546,272,Biryani,238,1
547,273,Rolls,138,2
548,273,Fried Rice,387,3
549,274,Pasta,384,2
550,274,Rolls,110,3
551,275,Dosa,314,2
552,275,Sandwich,250,3
553,275,Pasta,160,2
554,276,Burger,84,3
555,277,Dosa,391,1
556,277,Sandwich,215,3
557,277,Ice Cream,291,3
558,278,Burger,390,2
559,278,Pasta,288,1
560,278,Fried Rice,285,2
561,279,Cake,395,3
562,279,Sandwich,99,1
563,279,Rolls,133,1
564,280,Pizza,283,1
565,280,Fried Rice,223,2
566,281,Cake,370,1
567,281,Cake,210,1
568,282,Pizza,357,2
569,282,Sandwich,146,1
570,282,Sandwich,276,3
571,283,Dosa,313,1
572,283,Fried Rice,255,1
573,283,Dosa,181,1
574,284,Ice Cream,103,3
575,285,Sandwich,205,3
576,285,Biryani,384,3
577,286,Rolls,189,1
578,287,Rolls,119,1
579,287,Pizza,284,1
580,288,Cake,386,2
581,289,Pasta,385,3
582,289,Pasta,331,3
583,290,Pizza,124,3
584,290,Fried Rice,254,1
585,290,Ice Cream,114,1
586,291,Ice Cream,395,1
587,292,Biryani,353,2
588,293,Burger,249,2
589,293,Pasta,95,1
590,293,Fried Rice,122,3
591,294,Biryani,366,1
592,294,Pizza,363,3
593,294,Dosa,106,1
594,295,Rolls,395,1
595,296,Cake,136,3
596,296,Rolls,193,2
597,296,Pizza,325,3
598,297,Ice Cream,137,2
599,297,Ice Cream,394,3
600,297,Ice Cream,190,2
601,298,Dosa,151,1
602,298,Burger,81,3
603,299,Ice Cream,119,3
604,300,Fried Rice,136,2
605,301,Sandwich,153,1
606,301,Biryani,171,1
607,301,Fried Rice,186,3
608,302,Rolls,177,2
609,303,Ice Cream,138,1
610,303,Dosa,379,3
611,304,Cake,164,3
612,304,Sandwich,161,3
613,304,Sandwich,327,1
614,305,Pasta,379,3
615,306,Sandwich,381,2
616,307,Pizza,183,1
617,307,Sandwich,224,2
618,307,Dosa,88,2
619,308,Ice Cream,210,1
620,308,Dosa,395,1
621,308,Burger,385,2
622,309,Sandwich,176,2
623,309,Dosa,88,2
624,310,Sandwich,288,1
625,310,Biryani,382,3
626,311,Sandwich,81,1
627,311,Pizza,240,3
628,312,Cake,198,3
629,312,Dosa,270,2
630,313,Fried Rice,85,3
631,313,Dosa,125,1
632,314,Cake,332,1
633,314,Sandwich,329,1
634,314,Cake,339,2
635,315,Fried Rice,274,2
636,316,Ice Cream,228,2
637,317,Dosa,385,1
638,317,Cake,82,1
639,317,Pizza,358,3
640,318,Pizza,302,1
641,319,Rolls,314,1
642,319,Pizza,286,3
643,319,Cake,295,3
644,320,Pizza,190,2
645,320,Sandwich,360,1
646,321,Burger,216,1
647,322,Cake,357,2
648,322,Sandwich,273,1
649,322,Sandwich,252,1
650,323,Fried Rice,294,2
651,324,Biryani,212,1
652,324,Biryani,368,3
653,325,Cake,385,2
654,326,Rolls,307,2
655,326,Burger,310,1
656,326,Sandwich,145,2
657,327,Sandwich,240,3
658,328,Pasta,163,2
659,329,Burger,204,1
660,329,Ice Cream,123,3
661,330,Burger,363,3
662,330,Cake,344,3
663,331,Cake,296,1
664,331,Biryani,360,1
665,332,Cake,158,1
666,333,Biryani,394,3
667,333,Dosa,368,1
668,333,Biryani,395,1
669,334,Biryani,137,1
670,334,Sandwich,127,1
671,335,Fried Rice,232,1
672,336,Dosa,92,1
673,337,Pasta,270,2
674,337,Burger,269,3
675,337,Rolls,302,3
676,338,Cake,268,2
677,338,Ice Cream,188,2
678,339,Biryani,255,2
679,340,Rolls,383,3
680,340,Dosa,349,2
681,340,Cake,233,2
682,341,Biryani,317,2
683,342,Rolls,225,3
684,342,Pasta,385,1
685,342,Fried Rice,228,2
686,343,Burger,119,3
687,344,Ice Cream,365,2
688,344,Rolls,196,1
689,344,Pizza,104,1
690,345,Ice Cream,146,1
691,346,Pasta,295,1
692,346,Dosa,224,1
693,346,Cake,188,2
694,347,Pasta,348,3
695,347,Burger,374,1
696,348,Ice Cream,311,3
697,349,Biryani,159,2
698,349,Rolls,138,1
699,349,Ice Cream,109,3
700,350,Dosa,202,3
701,351,Dosa,271,2
702,351,Burger,190,3
703,351,Burger,256,1
704,352,Dosa,89,1
705,353,Burger,142,1
706,353,Sandwich,231,2
707,353,Cake,205,3
708,354,Cake,101,3
709,355,Sandwich,361,1
710,355,Fried Rice,251,3
711,356,Sandwich,187,3
712,356,Pasta,131,1
713,357,Rolls,143,1
714,357,Dosa,271,2
715,358,Pizza,233,2
716,359,Sandwich,130,3
717,359,Ice Cream,369,3
718,360,Dosa,255,2
719,360,Dosa,151,2
720,360,Cake,150,3
721,361,Sandwich,163,2
722,361,Pasta,202,3
723,361,Fried Rice,96,1
724,362,Biryani,208,1
725,362,Pasta,349,3
726,363,Biryani,231,3
727,363,Sandwich,306,1
728,364,Dosa,111,1
729,365,Cake,313,1
730,365,Rolls,283,2
731,366,Pizza,226,3
732,367,Fried Rice,337,2
733,368,Sandwich,182,2
734,369,Sandwich,145,3
735,369,Sandwich,385,3
736,370,Rolls,174,1
737,370,Rolls,266,1
738,371,Dosa,311,2
739,371,Cake,285,3
740,372,Ice Cream,312,3
741,372,Fried Rice,347,2
742,372,Burger,135,1
743,373,Dosa,106,2
744,373,Fried Rice,161,2
745,373,Rolls,115,2
746,374,Sandwich,313,1
747,374,Cake,158,1
748,375,Fried Rice,357,3
749,376,Pasta,91,3
750,377,Rolls,333,3
751,378,Pizza,104,3
752,379,Burger,142,3
753,379,Fried Rice,382,3
754,379,Burger,195,2
755,380,Biryani,185,1
756,380,Biryani,209,2
757,381,Ice Cream,307,3
758,381,Burger,396,1
759,382,Pasta,94,3
760,383,Pasta,289,2
761,383,Rolls,111,2
762,384,Cake,195,3
763,384,Fried Rice,181,3
764,385,Sandwich,282,2
765,385,Sandwich,138,3
766,386,Burger,224,3
767,387,Pasta,382,3
768,388,Biryani,308,3
769,389,Sandwich,142,3
770,389,Dosa,135,1
771,390,Biryani,159,3
772,391,Biryani,209,1
773,391,Sandwich,327,1
774,391,Pizza,111,1
775,392,Sandwich,316,1
776,392,Burger,304,3
777,393,Sandwich,240,1
778,394,Dosa,136,2
779,395,Pasta,259,3
780,396,Dosa,205,2
781,396,Cake,332,2
782,396,Sandwich,337,3
783,397,Ice Cream,97,3
784,397,Pizza,257,1
785,398,Pizza,94,3
786,399,Fried Rice,288,3
787,399,Fried Rice,234,1
788,399,Fried Rice,239,3
789,400,Dosa,321,1
790,400,Pasta,165,1
791,401,Fried Rice,128,2
792,402,Burger,378,2
793,402,Burger,322,3
794,402,Pasta,88,2
795,403,Burger,82,2
796,403,Cake,274,1
797,404,Pasta,244,1
798,404,Pasta,274,3
799,404,Ice Cream,135,1
800,405,Fried Rice,398,2
801,406,Dosa,260,2
802,406,Dosa,111,3
803,407,Cake,254,1
804,407,Biryani,173,2
805,408,Dosa,390,1
806,408,Pasta,331,1
807,408,Fried Rice,218,3
808,409,Sandwich,191,2
809,410,Cake,269,3
810,411,Cake,80,3
811,412,Ice Cream,111,1
812,413,Cake,174,1
813,414,Pizza,102,1
814,415,Fried Rice,196,2
815,415,Cake,153,3
816,416,Fried Rice,374,3
817,416,Sandwich,309,3
818,416,Sandwich,118,2
819,417,Burger,281,1
820,417,Dosa,286,2
821,417,Pasta,370,3
822,418,Dosa,391,3
823,419,Fried Rice,388,2
824,419,Ice Cream,251,2
825,419,Ice Cream,121,2
826,420,Pasta,211,1
827,420,Pizza,176,1
828,421,Rolls,273,3
829,422,Pizza,252,1
830,422,Ice Cream,224,1
831,422,Fried Rice,355,3
832,423,Ice Cream,392,1
833,423,Dosa,362,3
834,423,Rolls,97,2
835,424,Sandwich,292,1
836,425,Burger,225,3
837,425,Ice Cream,134,3
838,425,Ice Cream,107,1
839,426,Pasta,244,1
840,427,Rolls,152,2
841,427,Fried Rice,190,1
842,427,Biryani,150,3
843,428,Ice Cream,280,3
844,428,Biryani,103,1
845,429,Cake,293,3
846,430,Cake,253,1
847,430,Fried Rice,84,2
848,430,Dosa,86,3
849,431,Rolls,355,3
850,431,Burger,83,2
851,431,Dosa,185,1
852,432,Dosa,123,3
853,432,Pizza,229,3
854,432,Dosa,144,3
855,433,Cake,243,2
856,434,Cake,240,1
857,435,Pasta,344,2
858,435,Pasta,278,3
859,436,Fried Rice,189,2
860,436,Rolls,310,1
861,436,Sandwich,358,3
862,437,Ice Cream,222,3
863,437,Burger,202,2
864,437,Fried Rice,360,3
865,438,Pasta,348,2
866,438,Sandwich,115,1
867,439,Fried Rice,188,3
868,439,Burger,203,3
869,440,Fried Rice,116,1
870,440,Pasta,180,1
871,440,Sandwich,164,1
872,441,Rolls,121,2
873,441,Dosa,388,3
874,441,Rolls,385,1
875,442,Dosa,186,1
876,443,Fried Rice,97,2
877,444,Pasta,247,2
878,444,Pizza,108,1
879,445,Ice Cream,169,2
880,445,Pizza,137,2
881,445,Fried Rice,195,1
882,446,Biryani,189,1
883,447,Ice Cream,238,2
884,447,Cake,174,3
885,448,Cake,321,2
886,448,Ice Cream,392,1
887,449,Pasta,389,1
888,449,Pasta,244,1
889,449,Dosa,278,1
890,450,Biryani,312,2
891,450,Rolls,96,2
892,451,Burger,235,1
893,451,Sandwich,230,3
894,451,Fried Rice,383,3
895,452,Sandwich,131,1
896,452,Burger,373,1
897,453,Sandwich,379,3
898,453,Dosa,148,2
899,453,Sandwich,233,1
900,454,Dosa,298,2
901,454,Burger,174,1
902,455,Fried Rice,325,1
903,455,Cake,316,1
904,456,Dosa,142,3
905,457,Cake,88,2
906,457,Biryani,80,1
907,458,Pasta,392,2
908,459,Fried Rice,337,1
909,460,Fried Rice,389,3
910,460,Cake,97,3
911,461,Rolls,355,1
912,461,Sandwich,286,1
913,462,Pasta,85,1
914,463,Pasta,254,3
915,463,Rolls,389,2
916,463,Ice Cream,207,2
917,464,Burger,113,2
918,465,Pasta,351,3
919,465,Cake,317,2
920,466,Rolls,182,3
921,466,Dosa,322,1
922,466,Burger,294,3
923,467,Biryani,156,3
924,467,Fried Rice,200,2
925,467,Dosa,119,1
926,468,Dosa,311,1
927,468,Cake,328,1
928,468,Pizza,172,1
929,469,Pasta,164,2
930,470,Pizza,154,3
931,470,Cake,230,3
932,471,Sandwich,269,2
933,471,Sandwich,184,1
934,471,Burger,130,2
935,472,Dosa,175,2
936,472,Fried Rice,199,3
937,472,Rolls,190,1
938,473,Cake,235,1
939,473,Pizza,120,1
940,474,Cake,129,2
941,475,Cake,361,3
942,476,Biryani,259,3
943,476,Cake,167,1
944,477,Dosa,336,2
945,478,Cake,364,3
946,478,Ice Cream,188,2
947,479,Cake,314,3
948,480,Ice Cream,121,2
949,480,Ice Cream,349,2
950,481,Pasta,368,2
951,482,Pizza,300,3
952,482,Dosa,250,3
953,482,Dosa,246,1
954,483,Pasta,194,1
955,484,Fried Rice,129,2
956,485,Sandwich,297,3
957,485,Fried Rice,215,2
958,486,Cake,392,1
959,487,Rolls,363,1
960,488,Fried Rice,373,2
961,488,Dosa,361,3
962,488,Fried Rice,106,3
963,489,Pizza,357,3
964,489,Cake,306,3
965,489,Sandwich,275,1
966,490,Pizza,307,3
967,491,Burger,177,3
968,491,Pizza,193,3
969,492,Biryani,386,1
970,493,Pasta,224,1
971,493,Fried Rice,131,2
972,494,Cake,264,2
973,495,Pasta,202,1
974,496,Sandwich,154,2
975,496,Pasta,370,3
976,496,Rolls,253,2
977,497,Sandwich,349,1
978,497,Dosa,126,3
979,497,Ice Cream,181,1
980,498,Dosa,249,2
981,499,Pizza,214,3
982,499,Ice Cream,237,3
983,499,Pasta,199,1
984,500,Rolls,241,2
985,500,Ice Cream,81,3
986,500,Sandwich,126,1
987,501,Ice Cream,224,2
988,501,Rolls,233,1
989,502,Burger,118,1
990,502,Sandwich,360,3
991,503,Rolls,218,2
992,504,Burger,231,2
993,504,Ice Cream,227,3
994,505,Dosa,157,3
995,506,Fried Rice,295,3
996,506,Dosa,308,3
997,506,Dosa,97,3
998,507,Cake,175,1
999,507,Burger,244,3
1000,508,Sandwich,319,3
1001,509,Sandwich,125,3
1002,510,Burger,241,3
1003,510,Ice Cream,135,2
1004,511,Biryani,305,3
1005,511,Cake,283,1
1006,512,Pasta,128,3
1007,512,Pizza,290,1
1008,513,Pasta,168,1
1009,514,Rolls,215,3
1010,514,Dosa,307,3
1011,515,Dosa,266,2
1012,515,Dosa,251,2
1013,515,Dosa,97,3
1014,516,Fried Rice,389,3
1015,516,Ice Cream,229,1
1016,517,Pasta,249,3
1017,517,Ice Cream,376,2
1018,517,Pizza,352,2
1019,518,Pizza,141,2
1020,518,Rolls,331,1
1021,519,Pasta,368,3
1022,519,Fried Rice,105,3
1023,519,Dosa,362,1
1024,520,Pasta,273,2
1025,521,Burger,232,1
1026,521,Pasta,166,3
1027,521,Sandwich,200,1
1028,522,Sandwich,88,2
1029,523,Cake,348,3
1030,523,Dosa,319,2
1031,524,Ice Cream,124,3
1032,525,Pizza,355,1
1033,525,Pizza,269,2
1034,525,Ice Cream,344,1
1035,526,Fried Rice,172,3
1036,526,Sandwich,231,2
1037,527,Biryani,329,2
1038,527,Pasta,217,3
1039,528,Pizza,215,1
1040,529,Burger,324,2
1041,529,Pizza,190,3
1042,530,Dosa,110,2
